"padacchedah","anvaya","spart"
"अ-हृद्यम् तु उष्णम् आविकम् (क्षीरम्) वात-व्याधि-हरम् हिध्मा-श्वास-पित्त-कफ-प्रदम् (च) (भवति) .","आविकम् (क्षीरम्) तु अ-हृद्यम् उष्णम् वात-व्याधि-हरम् हिध्मा-श्वास-पित्त-कफ-प्रदम् (च) (भवति) .","..................... अहृद्यं तूष्णमाविकम् ।।२६।। #  वातव्याधिहरं हिध्माश्वासपित्तकफप्रदम् ।"
"हस्तिन्याः (क्षीरम्) स्थैर्य-कृत् (भवति) .","हस्तिन्याः (क्षीरम्) स्थैर्य-कृत् (भवति) .","हस्तिन्याः स्थैर्यकृत् ............................ ।।२७।।"
"बाढम् उष्णम् तु एक-शफम् (क्षीरम्) लघु शाखा-वात-हरम् स-अम्ल-लवणम् जडता-करम् (च) (भवति) .","एक-शफम् (क्षीरम्) तु बाढम् उष्णम् लघु शाखा-वात-हरम् स-अम्ल-लवणम् जडता-करम् (च) (भवति) .","..............  बाढमुष्णं त्वैकशफं लघु ।।२७।। # शाखावातहरं साम्ललवणं जडताकरम् ।"
"पयः अभिष्यन्दि गुरु आमम् (च) (भवति) युक्त्या शृतम् (पयः) अतः अन्यथा (भवति) .","आमम् पयः अभिष्यन्दि गुरु (च) (भवति) युक्त्या शृतम् (पयः) अतः अन्यथा (भवति) .","पयोऽभिष्यन्दि गुर्वामं, युक्त्या शृतमतोऽन्यथा ।।२८।।"
"भवेत् गरीयः अति-शृतम् (क्षीरम्) धारा-उष्णम् (क्षीरम्) अमृत-उपमम् (भवेत्) .",". अति-शृतम् (क्षीरम्) गरीयः भवेत् धारा-उष्णम् (क्षीरम्) अमृत-उपमम् (भवेत्)","भवेद्गरीयोऽतिशृतं धारोष्णममृतोपमम्"
"अम्ल-पाक-रसम् ग्राहि गुरु उष्णम् दधि वात-जित् मेदः-शुक्र-बल-श्लेष्म-पित्त-रक्त-अग्नि-शोफ-कृत् रोचिष्णु शस्तम् अ-रुचौ शीतके विषम-ज्वरे पीनसे मूत्र-कृच्छ्रे च रूक्षम् तु ग्रहणी-गदे (च) (भवति) |; न एव अद्यात् निशि न एव उष्णम् वसन्त-उष्ण-शरत्सु (च) न न अ-मुद्ग-सूपम् न अ-क्षौद्रम् तत् न अ-घृत-सितोपलम् न च अन्-आमलकम् (दधि) (अद्यात्) न अपि नित्यम् नः मन्दम् (अद्यात्) अन्यथा (दधि) ज्वर-असृक्-पित्त-वीसर्प-कुष्ठ-पाण्डु-भ्रम-प्रदम् (भवति) .","दधि अम्ल-पाक-रसम् ग्राहि गुरु उष्णम् वात-जित् मेदः-शुक्र-बल-श्लेष्म-पित्त-रक्त-अग्नि-शोफ-कृत् अ-रुचौ रोचिष्णु शीतके विषम-ज्वरे पीनसे मूत्र-कृच्छ्रे च शस्तम् ग्रहणी-गदे तु रूक्षम् (च) (भवति) |; निशि न वसन्त-उष्ण-शरत्सु (च) न एव अद्यात् उष्णम् न एव अ-मुद्ग-सूपम् न अ-क्षौद्रम् न अ-घृत-सितोपलम् न मन्दम् नः अन्-आमलकम् च तत् (दधि) न (अद्यात्) नित्यम् अपि न (अद्यात्) अन्यथा (दधि) ज्वर-असृक्-पित्त-वीसर्प-कुष्ठ-पाण्डु-भ्रम-प्रदम् (भवति) .","अम्लपाकरसं ग्राहि गुरूष्णं दधि वातजित् ||२९|| #मेदःशुक्रबलश्लेष्मपित्तरक्ताग्निशोफकृत् |#रोचिष्णु शस्तमरुचौ शीतके विषमज्वरे ||३०||#पीनसे मूत्रकृच्छ्रे च रूक्षं तु ग्रहणीगदे #नैवाद्यान्निशि नैवोष्णं वसन्तोष्णशरत्सु न ||३१||#नामुद्गसूपं नाक्षौद्रं तन्नाघृतसितोपलम् |#न चानामलकं नापि नित्यं नो मन्दम् अन्यथा ||३२||#ज्वरासृक् पित्तवीसर्पकुष्ठपाण्डुभ्रमप्रदम् |#"
"तक्रम् लघु कषाय-अम्लम् दीपनम् कफ-वात-जित् (च) (भवति) .; शोफ-उदर-अर्श-ग्रहणी-दोष-मूत्र-ग्रह-अ-रुचीः प्लीह-गुल्म-घृत-व्यापत्-गर-पाण्डु-आमयान् (च) जयेत् .","तक्रम् लघु कषाय-अम्लम् दीपनम् कफ-वात-जित् (च) (भवति) .; शोफ-उदर-अर्श-ग्रहणी-दोष-मूत्र-ग्रह-अ-रुचीः प्लीह-गुल्म-घृत-व्यापत्-गर-पाण्डु-आमयान् (च) जयेत् .","तक्रं लघु कषायाम्लं दीपनं कफवातजित् ।।३३।। # शोफोदरार्शोग्रहणीदोषमूत्रग्रहारुचीः । #  प्लीहगुल्मघृतव्यापद्गरपाण्ड्वामयान् जयेत् ।।३४।।"
"तद्वत् मस्तु (भवति) (मस्तु) सरम् स्रोतः-शोधि विष्ठम्भ-जित् लघु (च) (भवति) .",". मस्तु तद्वत् (भवति) (मस्तु) सरम् स्रोतः-शोधि विष्ठम्भ-जित् लघु (च) (भवति)"," तद्वन्मस्तु सरं स्रोतःशोधि विष्ठम्भजिल्लघु ।"
"नवनीतम् नवम् वृष्यम् शीतम् वर्ण-बल-अग्नि-कृत् सङ्ग्राहि वात-पित्त-असृक्-क्षय-अर्श-अर्दित-कास-जित् (च) (भवति) .","नवम् नवनीतम् वृष्यम् शीतम् वर्ण-बल-अग्नि-कृत् सङ्ग्राहि वात-पित्त-असृक्-क्षय-अर्श-अर्दित-कास-जित् (च) (भवति) .","नवनीतं नवं वृष्यं शीतं वर्णबलाग्निकृत् ।।३५।। # सङ्ग्राहि वातपित्तासृक्क्षयार्शोर्दितकासजित् ।"
"क्षीर-उद्भवम् (नवनीतम्) तु सङ्ग्राहि रक्त-पित्त-अक्षि-रोग-जित् (च) (भवति) .",". क्षीर-उद्भवम् (नवनीतम्) तु सङ्ग्राहि रक्त-पित्त-अक्षि-रोग-जित् (च) (भवति)","क्षीरोद्भवं तु सङ्ग्राहि रक्तपित्ताक्षिरोगजित्॥३६॥"
"(घृतम्) शस्तम् धी-स्मृति-मेधा-अग्नि-बल-आयुः-शुक्र-चक्षुषाम् बाल-वृद्ध-प्रजा-कान्ति-सौकुमार्य-स्वर-अर्थिनाम् क्षत-क्षीण-परीसर्प-शस्त्र-अग्नि-ग्लपित-आत्मनाम् (च) (भवति) (तत्) वात-पित्त-विष-उन्माद-शोष-अ-लक्ष्मी-ज्वर-अपहम् स्नेहानाम् उत्तमम् शीतम् वयसः स्थापनम् परम् (च) (भवति) .; सहस्र-वीर्यम् (भूत्वा) विधिभिः (संस्कृतम्) घृतम् कर्म-सहस्र-कृत् (भवति) .","(घृतम्) धी-स्मृति-मेधा-अग्नि-बल-आयुः-शुक्र-चक्षुषाम् बाल-वृद्ध-प्रजा-कान्ति-सौकुमार्य-स्वर-अर्थिनाम् क्षत-क्षीण-परीसर्प-शस्त्र-अग्नि-ग्लपित-आत्मनाम् (च) शस्तम् (भवति) (तत्) वात-पित्त-विष-उन्माद-शोष-अ-लक्ष्मी-ज्वर-अपहम् स्नेहानाम् उत्तमम् शीतम् वयसः परम् स्थापनम् (च) (भवति) .; . विधिभिः (संस्कृतम्) घृतम् सहस्र-वीर्यम् (भूत्वा) कर्म-सहस्र-कृत् (भवति)","शस्तं धीस्मृतिमेधाग्निबलायुःशुक्रचक्षुषाम् ।# बालवृद्धप्रजाकान्तिसौकुमार्यस्वरार्थिनाम् ।।३७।। #क्षतक्षीणपरीसर्पशस्त्राग्निग्लपितात्मनाम् ।# वातपित्तविषोन्मादशोषालक्ष्मीज्वरापहम् ।।३८।। # स्नेहानामुत्तमं शीतं वयसः स्थापनं परम् । # सहस्रवीर्यं विधिभिर्घृतं कर्मसहस्रकृत्"
"मद-अपस्मार-मूर्छाय-शिरः-कर्ण-अक्षि-योनि-जान् पुराणम् (घृतम्) जयति व्याधीन् .; (तत्) व्रण-शोधन-रोपणम् (भवति) .","पुराणम् (घृतम्) मद-अपस्मार-मूर्छाय-शिरः-कर्ण-अक्षि-योनि-जान् व्याधीन् जयति .; (तत्) व्रण-शोधन-रोपणम् (भवति) ."," मदापस्मारमूर्छायशिरःकर्णाक्षियोनिजान् #पुराणं जयति व्याधीन् व्रणशोधनरोपणम्"
"बल्याः किलाट-पीयूष-कूर्चिका-मोरण-आदयः शुक्र-निद्रा-कफ-कराः विष्टम्भि-गुरु-दोषलाः (च) (भवन्ति) .","किलाट-पीयूष-कूर्चिका-मोरण-आदयः बल्याः शुक्र-निद्रा-कफ-कराः विष्टम्भि-गुरु-दोषलाः (च) (भवन्ति) ."," बल्याः किलाटपीयूषकूर्चिकामोरणादयः ।# शुक्रनिद्राकफकरा विष्टम्भिगुरुदोषलाः ।।४१।।"
"गव्ये क्षीर-घृते श्रेष्ठे (भवतः) निन्दिते च अवि-सम्भवे (भवतः) .","गव्ये क्षीर-घृते श्रेष्ठे (भवतः) अवि-सम्भवे च निन्दिते (भवतः) ."," गव्ये क्षीरघृते श्रेष्ठे निन्दिते चाविसम्भवे ।"
"इक्षोः सरः गुरुः स्निग्धः बृंहणः कफ-मूत्र-कृत् वृष्यः शीतः अस्र-पित्त-घ्नः स्वादु-पाक-रसः रसः (च) (भवति) .","इक्षोः रसः गुरुः स्निग्धः बृंहणः कफ-मूत्र-कृत् वृष्यः शीतः अस्र-पित्त-घ्नः स्वादु-पाक-रसः सरः (च) (भवति) .","इक्षोः सरो गुरुः स्निग्धो बृंहणः कफमूत्रकृत्  ।।४२।।# वृष्यः शीतोऽस्रपित्तघ्नः स्वादुपाकरसो रसः ।"
"सः अग्रे स-लवणः (भवति) दन्त-पीडितः शर्करा-समः (च) (भवति) .","सः अग्रे स-लवणः (भवति) दन्त-पीडितः शर्करा-समः (च) (भवति) .","सोऽग्रे सलवणो दन्तपीडितः शर्करासमः"
"मूल-अग्र-जन्तु-जग्ध-आदि-पीडनात् मल-सङ्करात् किञ्चित् कालम् विधृत्या च विकृतिम् याति यान्त्रिकः .; विदाही गुरु-विष्टम्भी तेन असौ (च) (भवति) .","यान्त्रिकः मूल-अग्र-जन्तु-जग्ध-आदि-पीडनात् मल-सङ्करात् किञ्चित् कालम् विधृत्या च विकृतिम् याति .; तेन असौ विदाही गुरु-विष्टम्भी (च) (भवति) .","मूलाग्रजन्तुजग्धादिपीडनान्मलसङ्करात् |# किञ्चित्कालं विधृत्या च विकृतिं याति यान्त्रिकः ||४४||#  विदाही गुरुविष्टम्भी तेनासौ.....................|"
"तत्र पौण्ड्रकः शैत्य-प्रसाद-माधुर्यैः वरः (भवति) तम् अनु वांशिकः भवति .","तत्र पौण्ड्रकः शैत्य-प्रसाद-माधुर्यैः वरः (भवति) तम् अनु वांशिकः भवति .","...............................तत्र पौण्ड्रकः |# शैत्यप्रसादमाधुर्यैर्वरस्तमनु वांशिकः ||४५||"
"शतपर्वक-कान्तार-नैपाल-आद्याः ततः क्रमात् स-क्षाराः स-कषायाः च स-उष्णाः किञ्चित् विदाहिनः (भवन्ति) .","शतपर्वक-कान्तार-नैपाल-आद्याः क्रमात् ततः स-क्षाराः स-कषायाः स-उष्णाः किञ्चित् विदाहिनः च (भवन्ति) ."," शतपर्वककान्तारनैपालाद्यास्ततः क्रमात्  । # सक्षाराः सकषायाश्च सोष्णाः किञ्चिद्विदाहिनः ।।४६।।"
"फाणितम् गुरु अभिष्यन्दि चय-कृत् मूत्र-शोधनम् (च) (भवति) .","फाणितम् गुरु अभिष्यन्दि चय-कृत् मूत्र-शोधनम् (च) (भवति) ."," फाणितं गुर्वभिष्यन्दि चयकृन्मूत्रशोधनम् ।"
"न अति-श्लेष्म-करः धौतः सृष्ट-मूत्र-शकृत् गुडः (च) (भवति) .; प्रभूत-कृमि-मज्जा-असृक्-मेदः-मांस-कफः अपरः (भवति) .","धौतः गुडः अति-श्लेष्म-करः न सृष्ट-मूत्र-शकृत् (च) (भवति) .; अपरः प्रभूत-कृमि-मज्जा-असृक्-मेदः-मांस-कफः (भवति) ."," नातिश्लेष्मकरो धौतः सृष्टमूत्रशकृद्गुडः।।४७।।  # प्रभूतकृमिमज्जासृड्मेदोमांसकफोऽपरः ।"
"हृद्यः पुराणः (गुडः) पथ्यः च (भवति) .; नवः (गुडः) श्लेष्मा-अग्नि-साद-कृत् (भवति) .","पुराणः (गुडः) हृद्यः पथ्यः च (भवति) .; नवः (गुडः) श्लेष्मा-अग्नि-साद-कृत् (भवति) .","हृद्यः पुराणः पथ्यश्च नवः श्लेष्माग्निसादकृत् ।।४८।।"
"वृष्याः क्षीण-क्षत-हिताः रक्तपित्त-अनिल-अपहाः मत्स्यण्डिका-खण्ड-सिताः च भवन्ति (ते) क्रमेण गुणवत्तमाः (भवन्ति) .","मत्स्यण्डिका-खण्ड-सिताः वृष्याः क्षीण-क्षत-हिताः रक्तपित्त-अनिल-अपहाः च भवन्ति (ते) क्रमेण गुणवत्तमाः (भवन्ति) ."," वृष्याः क्षीणक्षतहिता रक्तपित्तानिलापहाः । # मत्स्यण्डिकाखण्डसिताः क्रमेण गुणवत्तमाः ।।४९।।"
"तत्-गुणाः तिक्त-मधुराः कषायाः यासशर्कराः (च) (भवन्ति) .","यासशर्कराः तत्-गुणाः तिक्त-मधुराः कषायाः (च) (भवन्ति) .","तद्गुणाः तिक्तमधुराः कषायाः यासशर्कराः |"
"दाह-तृट्-छर्दि-मूर्च्छा-असृक्-पित्त-घ्न्यः सर्व-शर्कराः (भवन्ति) .","सर्व-शर्कराः दाह-तृट्-छर्दि-मूर्च्छा-असृक्-पित्त-घ्न्यः (भवन्ति) .","दाहतृट्च्छर्दिमूर्च्छासृक्पित्तघ्न्यः सर्वशर्कराः ।।५०।।"
"शर्करा इक्षु-विकाराणाम् फाणितम् (क्रमेण) च वर-अवरे (भवतः) .","इक्षु-विकाराणाम् शर्करा फाणितम् च (क्रमेण) वर-अवरे (भवतः) .","शर्करेक्षुविकाराणां फाणितं च वरावरे ।"
"चक्षुष्यम् छेदि तृट्-श्लेष्म-विष-हिध्मा-अस्रपित्त-नुत् मेह-कुष्ठ-कृमि-छर्दि-श्वास-कास-अतिसार-जित् व्रण-शोधन-सन्धान-रोपणम् वातलम् मधु रूक्षम् कषाय-मधुरम् (च) (भवति) .; तत्-तुल्या मधुशर्करा (भवति) .","मधु चक्षुष्यम् छेदि तृट्-श्लेष्म-विष-हिध्मा-अस्रपित्त-नुत् मेह-कुष्ठ-कृमि-छर्दि-श्वास-कास-अतिसार-जित् व्रण-शोधन-सन्धान-रोपणम् वातलम् रूक्षम् कषाय-मधुरम् (च) (भवति) .; मधुशर्करा तत्-तुल्या (भवति) .","चक्षुष्यं छेदि तृट्श्लेष्मविषहिध्मास्रपित्तनुत् ।।५१।। # मेहकुष्ठकृमिच्छर्दिश्वासकासातिसारजित् । # व्रणशोधनसन्धानरोपणं वातलं मधु ।।५२।। # रूक्षं कषायमधुरं तत्तुल्या मधुशर्करा ।"
"उष्णम् उष्ण-आर्तम् उष्णे च युक्तम् च उष्णैः निहन्ति तत् .","तत् उष्णम् उष्ण-आर्तम् च उष्णे उष्णैः युक्तम् च निहन्ति .","उष्णमुष्णार्तुमुष्णे च युक्तं चोष्णैर्निहन्ति तत् ।।५३।।"
"प्रच्छर्दने निरूहे च मधु उष्णम् न निवार्यते .; अ-लब्ध-पाकम् आशु एव तयोः यस्मात् निवर्तते .","प्रच्छर्दने निरूहे च उष्णम् मधु न निवार्यते .; यस्मात् तयोः अ-लब्ध-पाकम् एव आशु निवर्तते ."," प्रच्छर्दने निरूहे च मधूष्णं न निवार्यते । # अलब्धपाकमाश्वेव तयोर्यस्मान्निवर्तते ।।५४।।"
"तैलम् स्व-योनिवत् (भवति) .; तत्र मुख्यम् तीक्ष्णम् व्यवायि च (भवति) .; त्वक्-दोष-कृत् अ-चक्षुष्यम् सूक्ष्म-उष्णम् कफ-कृत् (तत्) न च (भवति) .; कृशानाम् बृंहणाय अलम् स्थूलानाम् कर्शनाय च (तत्) (भवति) .; बद्ध-विट्कम् कृमि-घ्नम् सर्व-रोग-जित् च संस्कारात् (तत्) (भवति) .","तैलम् स्व-योनिवत् (भवति) .; तत्र मुख्यम् तीक्ष्णम् व्यवायि च (भवति) .; (तत्) त्वक्-दोष-कृत् अ-चक्षुष्यम् सूक्ष्म-उष्णम् न कफ-कृत् च (भवति) .; (तत्) कृशानाम् बृंहणाय स्थूलानाम् कर्शनाय च अलम् (भवति) .; (तत्) बद्ध-विट्कम् कृमि-घ्नम् संस्कारात् सर्व-रोग-जित् च (भवति) .","तैलं स्वयोनिवत्तत्र मुख्यं तीक्ष्णं व्यवायि च  । # त्वग्दोषकृदचक्षुष्यं सूक्ष्मोष्णं कफकृन्न च ।।५५।। # कृशानां बृंहणायालं स्थूलानां कर्शनाय च । # बद्धविट्कं कृमिघ्नं च संस्कारात्सर्वरोगजित् ।।५६।।"
"स-तिक्त-उषणम् ऐरण्डम् तैलम् स्वादु सरम् गुरु च भवति .; (तत्) वर्ध्म-गुल्म-अनिल-कफान् उदरम् विषम-ज्वरम् रुक्-शोफौ च कटी-गुह्य-कोष्ठ-पृष्ठ-आश्रयौ जयेत् .; तीक्ष्ण-उष्णम् पिच्छिलम् विस्रम् रक्त-एरण्ड-उद्भवम् तु अति च भवति .","ऐरण्डम् तैलम् स-तिक्त-उषणम् स्वादु सरम् गुरु च भवति .; (तत्) वर्ध्म-गुल्म-अनिल-कफान् उदरम् विषम-ज्वरम् रुक्-शोफौ कटी-गुह्य-कोष्ठ-पृष्ठ-आश्रयौ च जयेत् .; रक्त-एरण्ड-उद्भवम् तु अति तीक्ष्ण-उष्णम् पिच्छिलम् विस्रम् च भवति ."," सतिक्तोषणमैरण्डं तैलं स्वादु सरं गुरु । # वर्ध्मगुल्मानिलकफानुदरं विषमज्वरम् ।।५७।। # रुक्शोफौ च कटीगुह्यकोष्ठपृष्ठाश्रयौ जयेत् । # तीक्ष्णोष्णं पिच्छिलं विस्रं रक्तैरण्डोद्भवं त्वति ।।५८।।"
"कटु उष्णम् सार्षपम् (तैलम्) तीक्ष्णम् कफ-शुक्र-अनिल-अपहम् लघु पित्त-अस्र-कृत् कोठ-कुष्ठ-अर्शः-व्रण-जन्तु-जित् च भवति .","सार्षपम् (तैलम्) कटु उष्णम् तीक्ष्णम् कफ-शुक्र-अनिल-अपहम् लघु पित्त-अस्र-कृत् कोठ-कुष्ठ-अर्शः-व्रण-जन्तु-जित् च भवति ."," कटूष्णं सार्षपं तीक्ष्णं कफशुक्रानिलापहम् । # लघु पित्तास्रकृत् कोठकुष्ठार्शोव्रणजन्तुजित् ।।५९।।"
"आक्षम् स्वादु हिमम् केश्यम् गुरु पित्त-अनिल-अपहम् च भवति .","आक्षम् स्वादु हिमम् केश्यम् गुरु पित्त-अनिल-अपहम् च भवति ."," आक्षं स्वादु हिमं केश्यं गुरु पित्तानिलापहम् ।"
"न अति-उष्णम् निम्ब-जम् (तैलम्) तिक्तम् कृमि-कुष्ठ-कफ-प्रणुत् (च) (भवति) .","निम्ब-जम् (तैलम्) न अति-उष्णम् तिक्तम् कृमि-कुष्ठ-कफ-प्रणुत् (च) (भवति) .","नात्युष्णं निम्बजं तिक्तं कृमिकुष्ठकफप्रणुत् ।।६०।।"
"उमा-कुसुम्भ-जम् च (तैलम्) उष्णम् त्वक्-दोष-कफ-पित्त-कृत् (च) (भवति) .","उमा-कुसुम्भ-जम् च (तैलम्) उष्णम् त्वक्-दोष-कफ-पित्त-कृत् (च) (भवति) ."," उमाकुसुम्भजं चोष्णं त्वग्दोषकफपित्तकृत् ।"
"वसा मज्जा च वात-घ्नौ बल-पित्त-कफ-प्रदौ मांस-अनुग-स्वरूपौ च (भवति); विद्यात् मेदः अपि तौ इव .","वसा मज्जा च वात-घ्नौ बल-पित्त-कफ-प्रदौ मांस-अनुग-स्वरूपौ च (भवति); मेदः अपि तौ इव विद्यात् .","वसा मज्जा च वातघ्नौ बलपित्तकफप्रदौ ।।६१।। # मांसानुगस्वरूपौ च विद्यान्मेदोऽपि ताविव ।"
"(युक्त्या) (पीतम्) दीपनम् रोचनम् मद्यम् तीक्ष्ण-उष्णम् तुष्टि-पुष्टि-दम् स-स्वादु-तिक्त-कटुकम् अम्ल-पाक-रसम् सरम् स-कषायम् स्वर-आरोग्य-प्रतिभा-वर्ण-कृत् लघु (च) (भवति) .; नष्ट-निद्रा-अति-निद्रेभ्यः हितम् पित्त-अस्र-दूषणम् कृश-स्थूल-हितम् रूक्षम् सूक्ष्मम् स्रोतः-विशोधनम् वात-श्लेष्म-हरम् युक्त्या पीतम् (च) (तत्) (भवति) .; विषवत् अन्यथा (भवति) .","(युक्त्या) (पीतम्) मद्यम् दीपनम् रोचनम् तीक्ष्ण-उष्णम् तुष्टि-पुष्टि-दम् स-स्वादु-तिक्त-कटुकम् अम्ल-पाक-रसम् सरम् स-कषायम् स्वर-आरोग्य-प्रतिभा-वर्ण-कृत् लघु (च) (भवति) .; युक्त्या पीतम् (तत्) नष्ट-निद्रा-अति-निद्रेभ्यः हितम् पित्त-अस्र-दूषणम् कृश-स्थूल-हितम् रूक्षम् सूक्ष्मम् स्रोतः-विशोधनम् वात-श्लेष्म-हरम् (च) (भवति) .; अन्यथा विषवत् (भवति) .","दीपनं रोचनं मद्यं तीक्ष्णोष्णं तुष्टिपुष्टिदम् ।।६२।। #  सस्वादुतिक्तकटुकमम्लपाकरसं सरम् । # सकषायं स्वरारोग्यप्रतिभावर्णकृल्लघु ।।६३।। # नष्टनिद्राऽतिनिद्रेभ्यो हितं पित्तास्रदूषणम् । # कृशस्थूलहितं रूक्षं सूक्ष्मं स्रोतोविशोधनम् ।।६४।। #वातश्लेष्महरं युक्त्या पीतं विषवदन्यथा ।"
"गुरु तद् दोष-जननम् (च) (भवति) नवम् (मद्यम्) जीर्णम् अतः अन्यथा भवति .","नवम् तद् गुरु दोष-जननम् (च) (भवति) जीर्णम् (मद्यम्) अतः अन्यथा भवति .","गुरु तद्दोषजननं नवं जीर्णमतोऽन्यथा ।।६५।।"
"(मद्यम्) पेयम् न उष्ण-उपचारेण न विरिक्त-क्षुध-आतुरैः (च) . न अत्यर्थ-तीक्ष्ण-मृदु अल्प-सम्भारम् कलुषम् (मद्यम्) न (पेयम्) च .","न उष्ण-उपचारेण विरिक्त-क्षुध-आतुरैः (च) (मद्यम्) न पेयम् . न अत्यर्थ-तीक्ष्ण-मृदु अल्प-सम्भारम् कलुषम् च (मद्यम्) न (पेयम्) ."," पेयं नोष्णोपचारेण न विरिक्तक्षुधातुरैः । # नात्यर्थतीक्ष्णमृद्वल्पसम्भारं कलुषं न च ।।६६।।"
"गुल्म-उदर-अर्शः-ग्रहणी-शोष-हृत् स्नेहनी गुरुः सुरा अनिल-घ्नी मेदः-असृक्-स्तन्य-मूत्र-कफ-आवहा (च) (भवति) .","सुरा गुल्म-उदर-अर्शः-ग्रहणी-शोष-हृत् स्नेहनी गुरुः अनिल-घ्नी मेदः-असृक्-स्तन्य-मूत्र-कफ-आवहा (च) (भवति) ."," गुल्मोदरार्शोग्रहणीशोषहृत् स्नेहनी गुरुः। # सुराऽनिलघ्नी मेदोऽसृक्स्तन्यमूत्रकफावहा ।।६७।।"
"तत्-गुणा वारुणी हृद्या लघुः-तीक्ष्णा (च) (भवति) . निहन्ति च शूल-कास-वमि-श्वास-विबन्ध-आध्मान-पीनसान् .","वारुणी तत्-गुणा हृद्या लघुः-तीक्ष्णा (च) (भवति) . शूल-कास-वमि-श्वास-विबन्ध-आध्मान-पीनसान् च निहन्ति ."," तद्गुणा वारुणी हृद्या लघुस्तीक्ष्णा निहन्ति च ।#  शूलकासवमिश्वासविबन्धाध्मानपीनसान् ।।६८।।"
"न अति-तीव्र-मदा लघ्वी पथ्या बैभीतकी सुरा (च) (भवति) .; सा व्रणे पाण्डु-आमये कुष्ठे न च अत्यर्थम् विरुध्यते .; विष्टम्भिनी यव-सुरा गुर्वी रूक्षा त्रिदोष-ला (च) (भवति) .","बैभीतकी सुरा न अति-तीव्र-मदा लघ्वी पथ्या (च) (भवति) .; सा व्रणे पाण्डु-आमये कुष्ठे च अत्यर्थम् न विरुध्यते .; यव-सुरा विष्टम्भिनी गुर्वी रूक्षा त्रिदोष-ला (च) (भवति) ."," नातितीव्रमदा लघ्वी पथ्या बैभीतकी सुरा  ।# व्रणे पाण्ड्वामये कुष्ठे न चात्यर्थं विरुध्यते ।।६९।।# विष्टम्भिनी यवसुरा गुर्वी रूक्षा त्रिदोषला ।"
"यथा द्रव्य-गुणः अरिष्टः सर्व-मद्य-गुण-अधिकः च भवति . सः ग्रहणी-पाण्डु-कुष्ठ-अर्शः-शोफ-शोष-उदर-ज्वरान् च हन्ति गुल्म-कृमि-प्लीह्नः कषाय-कटु-वात-लः .","अरिष्टः यथा द्रव्य-गुणः सर्व-मद्य-गुण-अधिकः कषाय-कटु-वात-लः च भवति . सः ग्रहणी-पाण्डु-कुष्ठ-अर्शः-शोफ-शोष-उदर-ज्वरान् गुल्म-कृमि-प्लीह्नः च हन्ति .","यथाद्रव्यगुणोऽरिष्टः सर्वमद्यगुणाधिकः ।।७०।।#   ग्रहणीपाण्डुकुष्ठार्शःशोफशोषोदरज्वरान् । # हन्ति  गुल्मकृमिप्लीह्नः कषायकटुवातलः ।।७१।।"
"मार्द्वीकम् (मद्यम्) लेखनम् हृद्यम् न अति-उष्णम् मधुरम् सरम् अल्प-पित्त-अनिलम् पाण्डु-मेह-अर्शः-कृमि-नाशनम् च भवति .","मार्द्वीकम् (मद्यम्) लेखनम् हृद्यम् न अति-उष्णम् मधुरम् सरम् अल्प-पित्त-अनिलम् पाण्डु-मेह-अर्शः-कृमि-नाशनम् च भवति ."," मार्द्वीकं लेखनं हृद्यं नात्युष्णं मधुरं सरम् । # अल्पपित्तानिलं पाण्डुमेहार्शःकृमिनाशनम् ।।७२।।"
"अस्मात् अल्प-अन्तर-गुणम् खार्जूरम् वातलम् गुरु (च) (भवति) .; शार्करः सुरभिः स्वादु-हृद्यः न अति-मदः लघुः (च) (भवति) .","खार्जूरम् अस्मात् अल्प-अन्तर-गुणम् वातलम् गुरु (च) (भवति) .; शार्करः सुरभिः स्वादु-हृद्यः न अति-मदः लघुः (च) (भवति) ."," अस्मादल्पान्तरगुणं खार्जूरं वातलं गुरु । # शार्करः सुरभिः स्वादुहृद्यो नातिमदो लघुः ।।७३।।"
"सृष्ट-मूत्र-शकृत्-वातः गौडः तर्पण-दीपनः (च) (भवति) .","गौडः सृष्ट-मूत्र-शकृत्-वातः तर्पण-दीपनः (च) (भवति) ."," सृष्टमूत्रशकृद्वातो गौडस्तर्पणदीपनः ।"
"वात-पित्त-करः सीधुः स्नेह-श्लेष्म-विकार-हा मेदः-शोफ-उदर-अर्शः-घ्नः (च) (भवति) .; तत्र पक्व-रसः वरः (भवति) .","सीधुः वात-पित्त-करः स्नेह-श्लेष्म-विकार-हा मेदः-शोफ-उदर-अर्शः-घ्नः (च) (भवति) .; तत्र पक्व-रसः वरः (भवति) .","वातपित्तकरः सीधुः स्नेहश्लेष्मविकारहा ।।७४।। # मेदःशोफोदरार्शोघ्नस्तत्र पक्वरसो वरः ।"
"छेदी मधु-आसवः तीक्ष्णः मेह-पीनस-कास-जित् (च) (भवति) .","मधु-आसवः छेदी तीक्ष्णः मेह-पीनस-कास-जित् (च) (भवति) .","छेदी मध्वासवस्तीक्ष्णो मेहपीनसकासजित् ।।७५।।"
