"padacchedah","anvaya","spart"
"ततः निषङ्गात् अ-समग्रम् उद्धृतम् सुवर्ण-पुङ्ख-द्युति-रञ्जित-अङ्गुलिम् नर-इन्द्र-सूनुः प्रतिसंहरन् इषुम् प्रियं-वदः प्रत्यवदत् सुर-ईश्वरम्","ततः निषङ्गात् अ-समग्रम् उद्धृतम् सुवर्ण-पुङ्ख-द्युति-रञ्जित-अङ्गुलिम् इषुम् प्रतिसंहरन् प्रियं-वदः नर-इन्द्र-सूनुः सुर-ईश्वरम् प्रत्यवदत्","ततो निषङ्गादसमग्रमुद्धृतं सुवर्णपुङ्खद्युतिरञ्जिताङ्गुलिम्।#नरेन्द्रसूनुः प्रतिसंहरन्निषुं प्रियंवदः प्रत्यवदत्सुरेश्वरम्॥"
"यदि मन्यसे प्रभो ततः समाप्ते विधिना एव कर्मणि अजस्र-दीक्षा-प्रयतः सः मत्-गुरुः फलेन युज्यताम् क्रतोः अ-शेषेण अ-मोच्यम् अश्वम्","प्रभो यदि अश्वम् अ-मोच्यम् मन्यसे ततः अजस्र-दीक्षा-प्रयतः सः मत्-गुरुः विधिना एव कर्मणि समाप्ते क्रतोः अ-शेषेण फलेन युज्यताम्","अमोच्यमश्वं यदि मन्यसे प्रभो ततः समाप्ते विधिनैव कर्मणि।#अजस्रदीक्षाप्रयतः स मद्गुरुः क्रतोरशेषेण फलेन युज्यताम्॥"
"सदो-गतः त्रि-लोचन-एक-अंशतया दुर्-आसदः विशां-पतिः यथा इमम् वृत्तान्तम् तव सन्देश-हरात् एव शृणोति लोक-ईश तथा विधीयताम् च तथा","सदो-गतः त्रि-लोचन-एक-अंशतया दुर्-आसदः विशां-पतिः यथा इमम् वृत्तान्तम् तव सन्देश-हरात् तथा एव शृणोति च लोक-ईश तथा विधीयताम्","यथा स वृत्तान्तमिमं सदोगतस्त्रिलोचनैकांशतया दुरासदः।#तवैव संदेशहराद्विशांपतिः शृणोति लोकेश तथा विधीयताम्॥"
"मातलि-सारथिः रघोः कामम् तथा इति प्रतिशुश्रुवान् यथागतम् ययौ; सुदक्षिणा-सूनुः अपि न-अति-प्र-मनाः (सन्) नृ-पस्य सदो-गृहम् न्यवर्तत","तथा इति कामम् प्रतिशुश्रुवान् रघोः यथागतम् मातलि-सारथिः ययौ; नृ-पस्य न-अति-प्र-मनाः (सन्) सदो-गृहम् सुदक्षिणा-सूनुः अपि न्यवर्तत","तथेति कामं प्रतिशुश्रुवान्रघोर्यथागतं मातलिसारथिर्ययौ।#नृपस्य नातिप्रमनाः सदोगृहं सुदक्षिणासूनुरपि न्यवर्तत॥"
"तम् अभ्यनन्दत् प्रथमम् प्रबोधितः प्रजा-ईश्वरः शासन-हारिणा हरेः परामृशन् हर्ष-जडेन पाणिना तदीयम् अङ्गम् कुलिश-व्रण-अङ्कितम्","हरेः शासन-हारिणा प्रथमम् प्रबोधितः प्रजा-ईश्वरः हर्ष-जडेन पाणिना कुलिश-व्रण-अङ्कितम् तदीयम् अङ्गम् परामृशन् तम् अभ्यनन्दत्","तमभ्यनन्दत्प्रथमं प्रबोधितः प्रजेश्वरः शासनहारिणा हरेः।#परामृशन्हर्षजडेन पाणिना तदीयमङ्गं कुलिशव्रणाङ्कितम्॥"
"इति क्षिति-ईशः नवतिम् नव-अधिकां महा-क्रतूनाम् महनीय-शासनः समारुरुक्षुः दिवम् आयुषः क्षये ततान सोपान-परम्पराम् इव (सति)","महनीय-शासनः क्षिति-ईशः इति महा-क्रतूनाम् नव-अधिकां नवतिम् आयुषः क्षये (सति) दिवम् समारुरुक्षुः सोपान-परम्पराम् इव ततान","इति क्षितीशो नवतिं नवाधिकां महाक्रतूनां महनीयशासनः।#समारुरुक्षुर्दिवमायुषः क्षये ततान सोपानपरम्परामिव॥"
"अथ विषय-व्यावृत्त-आत्मा सः यथा-विधि यूने सूनवे नृ-पति-ककुदम् सित-आतप-वारणम् दत्त्वा तया देव्या सह मुनि-वन-तरु-छायां शिश्रिये हि गलित-वयसाम् इक्ष्वाकूणाम् इदं कुलव्रतम् (अस्ति)","अथ विषय-व्यावृत्त-आत्मा सः यथा-विधि यूने सूनवे नृ-पति-ककुदम् सित-आतप-वारणम् दत्त्वा तया देव्या सह मुनि-वन-तरु-छायां शिश्रिये हि गलित-वयसाम् इक्ष्वाकूणाम् इदं कुलव्रतम् (अस्ति)","अथ स विषयव्यावृत्तात्मा यथाविधि सूनवे नृपतिककुदं दत्त्वा यूने सितातपवारणम्।#मुनिवनतरुच्छायां देव्या तया सह शिश्रिये गलितवयसामिक्ष्वाकूणामिदं हि कुलव्रतम्॥"
"सः राज्यम् गुरुणा दत्तम् प्रतिपद्य अधिकम् बभौ दिन-अन्ते निहितम् तेजः सवित्रा हुता-अशन-इव (प्राप्तः)","सः गुरुणा दत्तम् राज्यम् प्रतिपद्य दिन-अन्ते सवित्रा निहितम् तेजः (प्राप्तः) हुता-अशन-इव अधिकम् बभौ","स राज्यं गुरुणा दत्तं प्रतिपद्याधिकं बभौ।#दिनान्ते निहितं तेजः सवित्रेव हुताशनः॥"
"दिलीप-अनन्तरं राज्ये तं निशम्य प्रतिष्ठितम् पूर्वं प्रधूमितः राज्ञां हृदये अग्निः-इव उत्थितः","दिलीप-अनन्तरं राज्ये तं प्रतिष्ठितम् निशम्य पूर्वं राज्ञां हृदये प्रधूमितः अग्निः-इव उत्थितः","दिलीपानन्तरं राज्ये तं निशम्य प्रतिष्ठितम्।#पूर्वं प्रधूमितो राज्ञां हृदयेऽग्निरिवोत्थितः॥"
"पुरुहूत-ध्वजस्य-इव तस्य उन्नयन-पङ्क्तयः नव-अभ्युत्थान-दर्शिन्यः ननन्दुः स-प्रजाः प्रजाः","पुरुहूत-ध्वजस्य-इव तस्य उन्नयन-पङ्क्तयः नव-अभ्युत्थान-दर्शिन्यः स-प्रजाः प्रजाः ननन्दुः","पुरुहूतध्वजस्येव तस्योन्नयनपङ्क्तयः।#नवाभ्युत्थानदर्शिन्यो ननन्दुः सप्रजाः प्रजाः॥"
"समम् एव समाक्रान्तम् द्वयं द्विरद-गामिना तेन सिंहासनं पित्र्यम् अखिलम् च अरि-मण्डलम्","द्विरद-गामिना तेन पित्र्यम् सिंहासनं अखिलम् अरि-मण्डलम् द्वयं च समम् एव समाक्रान्तम्","सममेव समाक्रान्तं द्वयं द्विरदगामिना।#तेन सिंहासनं पित्र्यमखिलं चारिमण्डलम्॥"
"छाया-मण्डल-लक्षेण तं अदृश्या किल स्वयम् पद्मा भेजे पद्म-आतपत्रेण साम्राज्य-दीक्षितम्","पद्मा स्वयम् अदृश्या साम्राज्य-दीक्षितम् तं छाया-मण्डल-लक्षेण पद्म-आतपत्रेण भेजे किल","छायामण्डललक्ष्येण तमदृश्या किल स्वयम्।#पद्मा पद्मातपत्रेण भेजे साम्राज्यदीक्षितम्॥"
"परिकल्पित-सान्निध्या काले काले च वन्दिषु स्तुत्यं स्तुतिभिः अर्थ्याभिः उपतस्थे सरस्वती","काले काले च वन्दिषु परिकल्पित-सान्निध्या सरस्वती अर्थ्याभिः स्तुतिभिः स्तुत्यं उपतस्थे","परिकल्पितसांनिध्या काले काले च बन्दिषु।#स्तुत्यं स्तुतिभिरर्थ्याभिरुपतस्थे सरस्वती॥"
"मनु-प्रभृतिभिः मान्यैः भुक्ता यद्यपि राजभिः तथापि अनन्यपूर्वा इव तस्मिन् आसीत् वसुन्धरा (वसुन्धरा)","यद्यपि वसुन्धरा मान्यैः मनु-प्रभृतिभिः राजभिः भुक्ता तथापि (वसुन्धरा) तस्मिन् अनन्यपूर्वा इव आसीत्","मनुप्रभृतिभिर्मान्यैर्भुक्ता यद्यपि राजभिः।#तथाप्यनन्यपूर्वेव तस्मिन्नासीद्वसुन्धरा॥"
"सः हि सर्वस्य लोकस्य युक्त-दण्डतया मनः आददे न-अति-शीतः-उष्णः नभस्वान्-इव दक्षिणः","सः हि युक्त-दण्डतया न-अति-शीतः-उष्णः दक्षिणः नभस्वान्-इव सर्वस्य लोकस्य मनः आददे","स हि सर्वस्य लोकस्य युक्तदण्डतया मनः।#आददे नातिशीतोष्णो नभस्वानिव दक्षिणः॥"
"मन्द-उत्कण्ठाः कृताः तेन गुण-अधिकतया गुरौ फलेन सहकारस्य पुष्प-उद्गमे-इव प्रजाः","तेन प्रजाः गुरौ सहकारस्य फलेन पुष्प-उद्गमे-इव गुण-अधिकतया मन्द-उत्कण्ठाः कृताः","मन्दोत्कण्ठाः कृतास्तेन गुणाधिकतया गुरौ।#फलेन सहकारस्य पुष्पोद्गम इव प्रजाः॥"
"नय-विद्भिः नवे राज्ञि सद् असत् च उपदर्शितम् पूर्वः एव अभवत् पक्षः तस्मिन् न अभवत् उत्तरः","नय-विद्भिः नवे राज्ञि सद् असत् च उपदर्शितम् तस्मिन् पूर्वः एव पक्षः अभवत् उत्तरः न अभवत्","नयविद्भिर्नवे राज्ञि सदसच्चोपदर्शितम्।#पूर्व एवाभवत्पक्षस्तस्मिन्नाभवदुत्तरः॥"
"पञ्चानाम् अपि भूतानाम् उत्कर्षम् पुपुषुः गुणाः नवे तस्मिन् मही-पाले सर्वम् नवम् इव अभवत् (सति)","पञ्चानाम् भूतानाम् गुणाः अपि उत्कर्षम् पुपुषुः तस्मिन् नवे मही-पाले (सति) सर्वम् नवम् इव अभवत्","पञ्चानामपि भूतानामुत्कर्षं पुपुषुर्गुणाः।#नवे तस्मिन्महीपाले सर्वं नवमिवाभवत्॥"
"यथा प्रह्लादनात् चन्द्रः प्रतापात् तपनः यथा तथा एव सः अभूत् अन्वर्थः राजा प्रकृति-रञ्जनात्","यथा चन्द्रः प्रह्लादनात् यथा तपनः प्रतापात् अन्वर्थः तथा एव सः राजा प्रकृति-रञ्जनात् अभूत्","यथा प्रह्लादनाच्चन्द्रः प्रतापात्तपनो यथा।#तथैव सोऽभूदन्वर्थो राजा प्रकृतिरञ्जनात्॥"
"कामम् कर्ण-अन्त-विश्रान्ते विशाले तस्य लोचने चक्षुष्मत्ता तु शास्त्रेण सूक्ष्म-कार्या-अर्थ-दर्शिना (आसीत्) (आस्ताम्)","तस्य विशाले लोचने कामम् कर्ण-अन्त-विश्रान्ते (आस्ताम्) चक्षुष्मत्ता तु सूक्ष्म-कार्या-अर्थ-दर्शिना शास्त्रेण (आसीत्)","कामं कर्णान्तविश्रान्ते विशाले तस्य लोचने।#चक्षुष्मत्ता तु शास्त्रेण सूक्ष्मकार्यार्थदर्शिना॥"
"लब्ध-प्रशमन-स्वस्थम् अथ एनम् सम्_उप_स्थिता पार्थिव-श्रीः-इव द्वितीया शरत् पङ्कज-लक्षणा","अथ लब्ध-प्रशमन-स्वस्थम् एनम् पङ्कज-लक्षणा शरत् द्वितीया पार्थिव-श्रीः-इव सम्_उप_स्थिता","लब्धप्रशमनस्वस्थमथैनं समुपस्थिता।#पार्थिवश्रीर्द्वितीयेव शरत्पङ्कजलक्षणा॥"
"निर्वृष्ट-लघुभिः मेघैः मुक्त-वर्त्मा सु-दुःसहः प्रतापः तस्य भानोः च युगपत् व्यानशे दिशः","निर्वृष्ट-लघुभिः मेघैः मुक्त-वर्त्मा सु-दुःसहः तस्य भानोः प्रतापः च युगपत् दिशः व्यानशे","निर्वृष्टलघुभिर्मेघैर्मुक्तवर्त्मा सुदुःसहः।#प्रतापस्तस्य भानोश्च युगपद्व्यानशे दिशः॥"
"वार्षिकम् सञ्जहार इन्द्रः धनुः जैत्रम् रघुः दधौ प्रजा-अर्थ-साधने तौ हि पर्याय-उद्यत-कार्मुकौ (आसाञ्चक्राते)","इन्द्रः वार्षिकम् धनुः सञ्जहार रघुः जैत्रम् दधौ हि तौ प्रजा-अर्थ-साधने पर्याय-उद्यत-कार्मुकौ (आसाञ्चक्राते)","वार्षिकं संजहारेन्द्रो धनुर्जैत्रं रघुर्दधौ।#प्रजार्थसाधने तौ हि पर्यायोद्यतकार्मुकौ॥"
"पुण्डरीक-आतपत्रः तम् विकसत्-काश-चामरः ऋतुः विडम्बयामास न पुनः प्राप तत् श्रियम्","पुण्डरीक-आतपत्रः विकसत्-काश-चामरः ऋतुः तम् विडम्बयामास पुनः तत् श्रियम् न प्राप","पुण्डरीकातपत्रस्तं विकसत्काशचामरः।#ऋतुर्विडम्बयामास न पुनः प्राप तच्छ्रियम्॥"
"प्रसाद-सुमुखे तस्मिन् चन्द्रे च विशद-प्रभे तदा चक्षुष्मताम् प्रीतिः आसीत् सम-रसाः द्वयोः","तदा प्रसाद-सुमुखे तस्मिन् विशद-प्रभे चन्द्रे च द्वयोः चक्षुष्मताम् प्रीतिः सम-रसाः आसीत्","प्रसादसुमुखे तस्मिंश्चन्द्रे च विशदप्रभे।#तदा चक्षुष्मतां प्रीतिरासीत्समरसा द्वयोः॥"
"हंस-श्रेणीषु तारासु कुमुद्वत्सु च वारिषु विभूतयः तदीयानाम् पर्यस्ताः यशसाम् इव (आसन्)","तदीयानाम् यशसाम् विभूतयः हंस-श्रेणीषु तारासु कुमुद्वत्सु वारिषु च पर्यस्ताः इव (आसन्)","हंसश्रेणीषु तारासु कुमुद्वत्सु च वारिषु।#विभूतयस्तदीयानां पर्यस्ता यशसामिव॥"
"इक्षु-च्छाया-निषादिन्यः तस्य गोप्तुः गुण-उदयम् आ-कुमार-कथ-उद्घातम् शालि-गोप्यः जगुः यशः","इक्षु-च्छाया-निषादिन्यः शालि-गोप्यः गोप्तुः तस्य गुण-उदयम् आ-कुमार-कथ-उद्घातम् यशः जगुः","इक्षुच्छायनिषादिन्यस्तस्य गोप्तुर्गुणोदयम्।#आकुमारकथोद्धातं शालिगोप्यो जगुर्यशः॥"
"प्रससाद उदयात् अम्भः कुम्भ-योनेः महा-ओजसः; रघोः (उदयात्) अभिभव-आशङ्कि द्विषतां मनः चुक्षुभे","महा-ओजसः कुम्भ-योनेः उदयात् अम्भः प्रससाद; रघोः (उदयात्) अभिभव-आशङ्कि द्विषतां मनः चुक्षुभे","प्रससादोदयादम्भः कुम्भयोनेर्महौजसः।#रघोरभिभवाशङ्कि चुक्षुभे द्विषतां मनः॥"
"मद-उदग्राः ककुद्मन्तः सरितां कूलमुद्रुजाः लीलाखेलं अनु_प्रापुः महोक्षाः तस्य विक्रमम्","मद-उदग्राः ककुद्मन्तः सरितां कूलमुद्रुजाः महोक्षाः तस्य लीलाखेलं विक्रमम् अनु_प्रापुः","मदोदग्राः ककुद्मन्तः सरितां कूलमुद्रुजाः।#लीलाखेलमनुप्रापुर्महोक्षास्तस्य विक्रमम्॥"
"प्रसवैः सप्त-पर्णानां मद-गन्धिभिः आहताः असूयया इव तत्-नागाः सप्तधा एव प्रसुस्रुवुः","मद-गन्धिभिः सप्त-पर्णानां प्रसवैः आहताः तत्-नागाः असूयया इव सप्तधा एव प्रसुस्रुवुः","प्रसवैः सप्तपर्णानां मदगन्धिभिराहताः।#असूययेव तन्नागाः सप्तधैव प्रसुस्रुवुः॥"
"सरितः कुर्वती गाधाः पथः च आस्यान-कर्दमा यात्रायै चोदयामास कुर्वती तं शक्तेः प्रथमं शरत्","सरितः गाधाः कुर्वती पथः च आस्यान-कर्दमा कुर्वती शरत् तं शक्तेः प्रथमं यात्रायै चोदयामास","सरितः कुर्वती गाधाः पथश्चाश्यानकर्दमान्।#यात्रायै चोदयामास तं शक्तेः प्रथमं शरत्॥"
"तस्मै सम्यक् हुतः वह्निः वाजि-नीराजन-विधौ प्रदक्षिण-अर्चिः-व्याजेन हस्तेन इव जयम् ददौ","वाजि-नीराजन-विधौ सम्यक् हुतः वह्निः प्रदक्षिण-अर्चिः-व्याजेन हस्तेन इव तस्मै जयम् ददौ","तस्मै सम्यग्घुतो वह्निर्वाजिनीराजनाविधौ।#प्रदक्षिणार्चिर्व्याजेन हस्तेनेव जयं ददौ॥"
"सः गुप्तमूल-प्रत्यन्तः शुद्ध-पार्ष्णिः अयान्वितः षड्-विधं बलम् आदाय प्रतस्थे दिक्-जिगीषया","गुप्तमूल-प्रत्यन्तः शुद्ध-पार्ष्णिः अयान्वितः सः षड्-विधं बलम् आदाय दिक्-जिगीषया प्रतस्थे","स गुप्तमूलप्रत्यन्तः शुद्धपार्ष्णिरयान्वितः।#षड्विधं बलमादाय प्रतस्थे दिग्जिगीषया॥"
"अवाकिरन् वयो-वृद्धाः तं लाजैः पौर-योषितः पृषतैः मन्दर-उद्धूतैः क्षीर-ऊर्मयः अच्युतम्-इव","वयो-वृद्धाः पौर-योषितः लाजैः मन्दर-उद्धूतैः पृषतैः क्षीर-ऊर्मयः अच्युतम्-इव तं अवाकिरन्","अवाकिरन्वयोवृद्धास्तं लाजैः पौरयोषितः।#पृषतैर्मन्दरोद्धूतैः क्षीरोर्मय इवाच्युतम्॥"
"सः ययौ प्रथमं प्राचीं तुल्यः प्राचीनबर्हिषा अहितान् अनिल-उद्धूतैः तर्जयन् इव केतुभिः","प्राचीनबर्हिषा तुल्यः सः अनिल-उद्धूतैः केतुभिः अहितान् तर्जयन् इव प्रथमं प्राचीं ययौ","स ययौ प्रथमं प्राचीं तुल्यः प्राचीनबर्हिषा।#अहिताननिलोद्धूतैस्तर्जयन्निव केतुभिः॥"
"(सः) रजोभिः स्यन्दन-उद्धूतैः गजैः च घन-सन्निभैः भुव-तलम्-इव व्योम (कुर्वन्) (ययौ) व्योम-इव भू-तलम् कुर्वन्","घन-सन्निभैः गजैः च भू-तलम् व्योम-इव कुर्वन् स्यन्दन-उद्धूतैः रजोभिः व्योम भुव-तलम्-इव (कुर्वन्) (सः) (ययौ)","रजोभिः स्यन्दनोद्धूतैर्गजैश्च घनसंनिभैः।#भुवस्तलमिव व्योम कुर्वन्व्योमेव भूतलम्॥"
"प्रतापः अग्रे ततः शब्दः परागः तत् अनन्तरम् ययौ पश्चात् रथ-आदि इति चतुः-स्कन्धा इव सा चमूः","अग्रे प्रतापः ततः शब्दः तत् अनन्तरम् परागः पश्चात् रथ-आदि इति सा चमूः चतुः-स्कन्धा इव ययौ","प्रतापोऽग्रे ततः शब्दः परागस्तदनन्तरम्।#ययौ पश्चाद्रथादीति चतुःस्कन्धेव सा चमूः॥"
"मरुपृष्ठानि उदम्भांसि नाव्याः सुप्रतराः नदीः विपिनानि प्रकाशानि शक्तिमत्त्वात् च चकार सः (चकार) (चकार)","सः शक्तिमत्त्वात् विपिनानि प्रकाशानि (चकार) मरुपृष्ठानि उदम्भांसि (चकार) नाव्याः नदीः च सुप्रतराः चकार","मरुपृष्ठान्युदम्भांसि नाव्याः सुप्रतरा नदीः।#विपिनानि प्रकाशानि शक्तिमत्त्वाच्चकार सः॥"
"सः सेनां महतीं कर्षन् पूर्वसागर-गामिनीं बभौ हर-जटा-भ्रष्टां गङ्गाम् भगीरथः-इव","सः पूर्वसागर-गामिनीं महतीं सेनां कर्षन् हर-जटा-भ्रष्टां गङ्गाम् भगीरथः-इव बभौ","स सेनां महतीं कर्षन्पूर्वसागरगामिनीम्।#बभौ हरजटाभ्रष्टां गङ्गामिव भगीरथः॥"
"त्याजितैः फलम् उत्खातैः भग्नैः च बहुधा नृपैः तस्य आसीत् उल्बणः मार्गः पादपैः दन्तिनः-इव","फलम् त्याजितैः उत्खातैः बहुधा भग्नैः नृपैः च पादपैः दन्तिनः-इव तस्य मार्गः उल्बणः आसीत्","त्याजितैः फलमुत्खातैर्भग्नैश्च बहुधा नृपैः।#तस्यासीदुल्बणो मार्गः पादपैरिव दन्तिनः॥"
"पौरस्त्यान् एवम् आक्रामन् तान् तान् जनपदान् जयी प्राप ताली-वन-श्यामम् उप-कण्ठम् महा-उदधेः","जयी एवम् तान् तान् पौरस्त्यान् जनपदान् आक्रामन् ताली-वन-श्यामम् महा-उदधेः उप-कण्ठम् प्राप","पौरस्त्यानेवमाक्रामंस्तांस्ताञ्जनपदाञ्जयी।#प्राप तालीवनश्याममुपकण्ठं महोदधेः॥"
"अ-नम्राणाम् समुत्-हर्तुः तस्मात् सिन्धु-रयात्-इव आत्मा संरक्षितः सुह्मैः वृत्तिम् आश्रित्य वैतसीम्","सुह्मैः वैतसीम् वृत्तिम् आश्रित्य अ-नम्राणाम् समुत्-हर्तुः तस्मात् सिन्धु-रयात्-इव आत्मा संरक्षितः","अनम्राणां समुद्धर्तुस्तस्मात्सिन्धुरयादिव।#आत्मा संरक्षितः सुह्मैर्वृत्तिमाश्रित्य वैतसीम्॥"
"वङ्गान् उत्खाय तरसा नेता नौ-साधन-उद्यतान् निचखान जय-स्तम्भान् गङ्गा-स्रोतोन्तरेषु सः","नेता सः नौ-साधन-उद्यतान् वङ्गान् तरसा उत्खाय गङ्गा-स्रोतोन्तरेषु जय-स्तम्भान् निचखान","वङ्गानुत्खाय तरसा नेता नौसाधनोद्यतान्।#निचखान जयस्तम्भान्गङ्गास्रोतोन्तरेषु सः॥"
"आपाद-पद्म-प्रणताः कलमाः-इव ते रघुम् फलैः संवर्धयामासुः उत्खात-प्रतिरोपिताः","आपाद-पद्म-प्रणताः उत्खात-प्रतिरोपिताः ते कलमाः-इव रघुम् फलैः संवर्धयामासुः","आपादपद्मप्रणताः कलमा इव ते रघुम्।#फलैः संवर्धयामासुरुत्खातप्रतिरोपिताः॥"
"सः तीर्त्वा कपिशाम् सैन्यैः बद्ध-द्विरद-सेतुभिः उत्कल-आदर्शित-पथः कलिङ्गा-अभिमुखः ययौ (सन्)","सः बद्ध-द्विरद-सेतुभिः सैन्यैः कपिशाम् तीर्त्वा उत्कल-आदर्शित-पथः (सन्) कलिङ्गा-अभिमुखः ययौ","स तीर्त्वा कपिशां सैन्यैर्बद्धद्विरदसेतुभिः।#उत्कलादर्शितपथः कलिङ्गाभिमुखो ययौ॥"
"सः प्रतापम् महेन्द्रस्य मूर्ध्नि तीक्ष्णम् न्यवेशयत् अङ्कुशम् द्विरदस्य यन्ता-इव गम्भिर-वेदिनः","सः महेन्द्रस्य मूर्ध्नि तीक्ष्णम् प्रतापम् यन्ता-गम्भिर-वेदिनः द्विरदस्य अङ्कुशम् इव न्यवेशयत्","स प्रतापं महेन्द्रस्य मूर्ध्नि तीक्ष्णं न्यवेशयत्।#अङ्कुशं द्विरदस्येव यन्ता गम्भीरवेदिनः॥"
"प्रतिजग्राह कालिङ्गः तम् अस्त्रैः गज-साधनः पक्ष-छेद-उद्यतम् शक्रम् शिला-वर्षी पर्वतः-इव","गज-साधनः कालिङ्गः अस्त्रैः तम् पक्ष-छेद-उद्यतम् शक्रम् शिला-वर्षी पर्वतः-इव प्रतिजग्राह","प्रतिजग्राह कालिङ्गस्तमस्त्रैर्गजसाधनः।#पक्षच्छेदोद्यतं शक्रं शिलावर्षीव पर्वतः॥"
"द्विषाम् विष्ह्य काकुत्स्थः तत्र नाराच-दुर्दिनम् सत्-मङ्गल-स्नातः इव प्रतिपेदे जय-श्रियम्","काकुत्स्थः तत्र द्विषाम् नाराच-दुर्दिनम् विष्ह्य सत्-मङ्गल-स्नातः इव जय-श्रियम् प्रतिपेदे","द्विषां विष्ह्य काकुत्स्थस्तत्र नाराचदुर्दिनम्।#
सन्मङ्गलस्नात इव प्रतिपेदे जयश्रियम्॥"
"ताम्बूलीनाम् दलैः तत्र रचिता-आपान-भूमयः नारिकेल-आसवं योधाः शात्रवं च पपुः यशः","तत्र योधाः रचिता-आपान-भूमयः ताम्बूलीनाम् दलैः नारिकेल-आसवं शात्रवं यशः च पपुः","ताम्बूलीनां दलैस्तत्र रचितापानभूमयः।#नारिकेलासवं योधाः शात्रवं च पपुर्यशः॥"
"गृहीत-प्रतिमुक्तस्य सः धर्म-विजयी नृपः श्रियम् महेन्द्र-नाथस्य जहार न तु मेदिनीम् जहार","धर्म-विजयी सः नृपः गृहीत-प्रतिमुक्तस्य महेन्द्र-नाथस्य श्रियम् जहार मेदिनीम् तु न जहार","गृहीतप्रतिमुक्तस्य स धर्मविजयी नृपः।#श्रियं महेन्द्रनाथस्य जहार न तु मेदिनीम्॥"
"ततः वेला-तटेन एव फलवत्-पूगमालिना अगस्त्याचरिताम् आशां अनाशास्य-जयः ययौ","ततः अनाशास्य-जयः फलवत्-पूगमालिना वेला-तटेन एव अगस्त्याचरिताम् आशां ययौ","ततो वेलातटेनैव फलवत्पूगमालिना।#अगस्त्याचरितामाशामनाशास्यजयो ययौ॥"
"सः सैन्य-परिभोगेण गज-दान-सुगन्धिना कावेरीं सरितां पत्युः शङ्कनीयाम् इव अकरोत्","सः गज-दान-सुगन्धिना सैन्य-परिभोगेण कावेरीं सरितां पत्युः शङ्कनीयाम् इव अकरोत्","स सैन्यपरिभोगेण गजदानसुगन्धिना।#कावेरीं सरितां पत्युः शङ्कनीयामिवाकरोत्॥"
"बलैः अध्युषिताः तस्य विजिगीषोः गत-अध्वनः मारीच-उद्भ्रान्त-हारिताः मलयाद्रेः उपत्यकाः","विजिगीषोः गत-अध्वनः तस्य बलैः मारीच-उद्भ्रान्त-हारिताः मलयाद्रेः उपत्यकाः अध्युषिताः","बलैरध्युषितास्तस्य विजिगीषोर्गताध्वनः।#मारीचोद्भ्रान्तहारीता मलयाद्रेरुपत्यकाः॥"
"ससञ्जुः अश्व-क्षुण्णानाम् एलानां उत्पतिष्णवः तुल्य-गन्धिषु मत्तेभ-कटेषु फल-रेणवः","अश्व-क्षुण्णानाम् एलानां उत्पतिष्णवः फल-रेणवः तुल्य-गन्धिषु मत्तेभ-कटेषु ससञ्जुः","ससञ्जुरश्वक्षुण्णानामेलानामुत्पतिष्णवः।#तुल्यगन्धिषु मत्तेभकटेषु फलरेणवः॥"
"भोगि-वेष्टन-मार्गेषु चन्दनानाम् समर्पितम् न अस्रसत् करिणाम् ग्रैवम् त्रिपदी-छेदिनाम् अपि","चन्दनानाम् भोगि-वेष्टन-मार्गेषु समर्पितम् त्रिपदी-छेदिनाम् अपि करिणाम् ग्रैवम् न अस्रसत्","भोगिवेष्टनमार्गेषु चन्दनानां समर्पितम्।#नास्रसत्करिणां ग्रैवं त्रिपदीच्छेदिनामपि॥"
"दिशि मन्दायते तेजः दक्षिणस्याम् रवेः अपि तस्याम् एव रघोः पाण्ड्याः प्रतापम् न विषेहिरे","दक्षिणस्याम् दिशि रवेः अपि तेजः मन्दायते पाण्ड्याः तस्याम् एव रघोः प्रतापम् न विषेहिरे","दिशि मन्दायते तेजो दक्षिणस्यां रवेरपि।#तस्यामेव रघोः पाण्ड्याः प्रतापं न विषेहिरे॥"
"ताम्रपर्णी-समेतस्य मुक्ता-सारम् महा-उदधेः ते निपत्य ददुः तस्मै यशः स्वम् इव संचितम्","ते ताम्रपर्णी-समेतस्य महा-उदधेः संचितम् मुक्ता-सारम् स्वम् इव यशः तस्मै निपत्य ददुः","ताम्रपर्णीसमेतस्य मुक्तासारं महोदधेः।#ते निपत्य ददुस्तस्मै यशः स्वमिव संचितम्॥"
"सः निर्विश्य यथा-कामम् तटेषु आलीन-चन्दनौ स्तनौ इव दिशः तस्याः शैलौ मलय-दर्दुरौ अ-सह्य-विक्रमः सह्यं दूरात् मुक्तम् उदन्वता नितम्बम् इव मेदिन्याः स्रस्त-अंशुकम् अलङ्घयत्","अ-सह्य-विक्रमः सः तटेषु आलीन-चन्दनौ तस्याः दिशः स्तनौ इव मलय-दर्दुरौ शैलौ यथा-कामम् निर्विश्य उदन्वता दूरात् मुक्तम् स्रस्त-अंशुकम् मेदिन्याः नितम्बम् इव सह्यं अलङ्घयत्","स निर्विश्य यथाकामं तटेष्वालीनचन्दनौ।#स्तनाविव दिशस्तस्याः शैलौ मलयदर्दुरौ॥51॥#असह्यविक्रमः सह्यं दूरान्मुक्तमुदन्वता।#नितम्बमिव मेदिन्याः स्रस्तांशुकमलङ्घयत्॥52॥"
