"padacchedah","anvaya","spart"
"योग-सन्न्यस्त-कर्माणम् ज्ञान-सञ्छिन्न-संशयम् आत्मवन्तम् न कर्माणि निबध्नन्ति धनञ्जय","धनञ्जय योग-सन्न्यस्त-कर्माणम् ज्ञान-सञ्छिन्न-संशयम् आत्मवन्तम् न कर्माणि निबध्नन्ति"," योगसंन्यस्तकर्माणं ज्ञानसंछिन्नसंशयम्।# आत्मवन्तं न कर्माणि निबध्नन्ति धनञ्जय॥41॥"
"तस्मात् अ-ज्ञान-सम्भूतम् हृत्-स्थम् ज्ञान-असिना आत्मनः छित्त्वा एनम् संशयम् योगम् आतिष्ठ उत्तिष्ठ भारत (त्वम्) (त्वम्)","भारत तस्मात् अ-ज्ञान-सम्भूतम् आत्मनः हृत्-स्थम् एनम् संशयम् ज्ञान-असिना छित्त्वा (त्वम्) उत्तिष्ठ (त्वम्) योगम् आतिष्ठ"," तस्मादज्ञानसंभूतं हृत्स्थं ज्ञानासिनाऽऽत्मनः।# छित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत॥42॥"
"सन्न्यासम् कर्मणाम् कृष्ण पुनः योगम् च शंससि (त्वम) यत् श्रेयः (अस्ति) एतयोः एकम् तत् मे ब्रूहि सुनिश्चितम् (त्वम)","कृष्ण कर्मणाम् सन्न्यासम् पुनः योगम् च (त्वम) शंससि एतयोः यत् (अस्ति) श्रेयः तत् सुनिश्चितम् एकम् (त्वम) मे ब्रूहि"," संन्यासं कर्मणां कृष्ण पुनर्योगं च शंससि।# यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम्॥1॥"
"सन्न्यासः कर्म-योगः च निस्-श्रेयस-करौ उभौ तयोः तु कर्म-सन्न्यासात् कर्म-योगः विशिष्यते (स्तः)","सन्न्यासः कर्म-योगः च उभौ निस्-श्रेयस-करौ (स्तः) तयोः तु कर्म-सन्न्यासात् कर्म-योगः विशिष्यते"," संन्यासः कर्मयोगश्च निःश्रेयसकरावुभौ।# तयोस्तु कर्मसंन्यासात्कर्मयोगो विशिष्यते॥2॥"
"ज्ञेयः सः नित्य-सन्न्यासी यः न द्वेष्टि न काङ्क्षति (च) निर्-द्वन्द्वः हि महान्-बाहो सुखम् बन्धात् प्रमुच्यते","महान्-बाहो यः न द्वेष्टि न काङ्क्षति (च) सः नित्य-सन्न्यासी ज्ञेयः निर्-द्वन्द्वः हि बन्धात् सुखम् प्रमुच्यते"," ज्ञेयः स नित्यसंन्यासी यो न द्वेष्टि न काङ्क्षति।# निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते॥3॥"
"साङ्ख्य-योगौ पृथक् बालाः प्रवदन्ति न पण्डिताः (प्रवदन्ति) एकम् अपि आस्थितः सम्यक् उभयोः विन्दते फलम्","साङ्ख्य-योगौ बालाः पृथक् प्रवदन्ति पण्डिताः न (प्रवदन्ति) एकम् अपि सम्यक् आस्थितः उभयोः फलम् विन्दते"," सांख्ययोगौ पृथग्बालाः प्रवदन्ति न पण्डिताः।# एकमप्यास्थितः सम्यगुभयोर्विन्दते फलम्॥4॥"
"यत् साङ्ख्यैः प्राप्यते स्थानम् तत् योगैः अपि गम्यते एकम् साङ्ख्यम् च योगम् च यः पश्यति सः पश्यति","साङ्ख्यैः यत् स्थानम् प्राप्यते योगैः अपि तत् गम्यते यः साङ्ख्यम् च योगम् च एकम् पश्यति सः पश्यति"," यत्सांख्यैः प्राप्यते स्थानं तद्योगैरपि गम्यते।# एकं सांख्यं च योगं च यः पश्यति स पश्यति॥5॥"
"सन्न्यासः(सन्न्यासं) तु महान्-बाहो दुःखम् आप्तुम् अ-योगतः योग-युक्तः मुनिः ब्रह्म न-चिरेण अधिगच्छति (अस्ति)","महान्-बाहो सन्न्यासः(सन्न्यासं) तु अ-योगतः आप्तुम् दुःखम् (अस्ति) योग-युक्तः मुनिः न-चिरेण ब्रह्म अधिगच्छति"," संन्यासस्तु महाबाहो दुःखमाप्तुमयोगतः।# योगयुक्तो मुनिर्ब्रह्म नचिरेणाधिगच्छति॥6॥"
"योग-युक्तः विशुद्ध-आत्मा विजित-आत्मा जित-इन्द्रियः सर्व-भूत-आत्म-भूत-आत्मा कुर्वन् अपि न लिप्यते","योग-युक्तः विशुद्ध-आत्मा विजित-आत्मा जित-इन्द्रियः सर्व-भूत-आत्म-भूत-आत्मा कुर्वन् अपि न लिप्यते"," योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रियः।# सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते॥7॥"
"न एव किञ्चित् करोमि (अहम्) इति युक्तः मन्येत तत्त्व-वित् पश्यन् शृण्वन् स्पृशन् जिघ्रन् अश्नन् गच्छन् स्वपन् श्वसन् प्रलपन् विसृजन् गृह्णन् उन्मिषन् निमिषन् अपि इन्द्रियाणि इन्द्रिय-अर्थेषु वर्तन्ते इति धारयन् (च)","तत्त्व-वित् युक्तः पश्यन् शृण्वन् स्पृशन् जिघ्रन् अश्नन् गच्छन् स्वपन् श्वसन् प्रलपन् विसृजन् गृह्णन् उन्मिषन् निमिषन् (च) अपि इन्द्रियाणि इन्द्रिय-अर्थेषु वर्तन्ते इति धारयन् न एव किञ्चित् (अहम्) करोमि इति मन्येत"," नैव किंचित्करोमीति युक्तो मन्येत तत्त्ववित्।# पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन्॥8॥# प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि।# इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन्॥9॥"
"ब्रह्मणि आधाय कर्माणि सङ्गम् त्यक्त्वा करोति यः लिप्यते न सः पापेन पद्म-पत्रम् इव अम्भसा","यः ब्रह्मणि आधाय सङ्गम् त्यक्त्वा कर्माणि करोति सः अम्भसा पद्म-पत्रम् इव पापेन न लिप्यते"," ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति यः।# लिप्यते न स पापेन पद्मपत्रमिवाम्भसा॥10॥"
"कायेन मनसा बुद्ध्या केवलैः इन्द्रियैः (च) अपि योगिनः कर्म कुर्वन्ति सङ्गम् त्यक्त्वा आत्म-शुद्धये","योगिनः केवलैः इन्द्रियैः मनसा बुद्ध्या (च) कायेन अपि सङ्गम् त्यक्त्वा आत्म-शुद्धये कर्म कुर्वन्ति"," कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि।# योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वाऽऽत्मशुद्धये॥11॥"
"युक्तः कर्म-फलम् त्यक्त्वा शान्तिम् आप्नोति नैष्ठिकीम् अ-युक्तः काम-कारेण फले सक्तः निबध्यते","युक्तः कर्म-फलम् त्यक्त्वा नैष्ठिकीम् शान्तिम् आप्नोति अ-युक्तः काम-कारेण फले सक्तः निबध्यते"," युक्तः कर्मफलं त्यक्त्वा शान्तिमाप्नोति नैष्ठिकीम्।# अयुक्तः कामकारेण फले सक्तो निबध्यते॥12॥"
"सर्व-कर्माणि मनसा सन्न्यस्य आस्ते सुखम् वशी नव-द्वारे पुरे देही न एव कुर्वन् न कारयन्","वशी देही नव-द्वारे पुरे सर्व-कर्माणि मनसा सन्न्यस्य न कुर्वन् न कारयन् एव सुखम् आस्ते"," सर्वकर्माणि मनसा संन्यस्यास्ते सुखं वशी।# नवद्वारे पुरे देही नैव कुर्वन्न कारयन्॥13॥"
"न कर्तृत्वम् न कर्माणि (सृजति) लोकस्य सृजति प्रभुः न कर्म-फल-संयोगम् स्व-भावः तु प्रवर्तते (सृजति)","प्रभुः लोकस्य कर्तृत्वम् न सृजति कर्माणि न (सृजति) कर्म-फल-संयोगम् न (सृजति) स्व-भावः तु प्रवर्तते"," न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभुः।# न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते॥14॥"
"न आदत्ते कस्यचित् पापम् न च एव सुकृतम् (आदत्ते) विभुः अ-ज्ञानेन आवृतम् ज्ञानम् तेन मुह्यन्ति जन्तवः","विभुः कस्यचित् पापम् न आदत्ते सुकृतम् न एव च (आदत्ते) ज्ञानम् अ-ज्ञानेन आवृतम् तेन जन्तवः मुह्यन्ति"," नादत्ते कस्यचित्पापं न चैव सुकृतं विभुः।# अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तवः॥15॥"
"ज्ञानेन तु तत् अ-ज्ञानम् येषाम् नाशितम् आत्मनः तेषाम् आदित्यवत् ज्ञानम् प्रकाशयति तत्-परम्","येषाम् अ-ज्ञानम् आत्मनः ज्ञानेन नाशितम् तेषाम् तु तत् ज्ञानम् आदित्यवत् तत्-परम् प्रकाशयति"," ज्ञानेन तु तदज्ञानं येषां नाशितमात्मनः।# तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम्॥16॥"
"तत्-बुद्धयः तत्-आत्मानः तत्-निष्ठाः तत्-परायणाः गच्छन्ति अ-पुनः-आवृत्तिम् ज्ञान-निर्धूत-कल्मषाः","तत्-बुद्धयः तत्-आत्मानः तत्-निष्ठाः तत्-परायणाः ज्ञान-निर्धूत-कल्मषाः अ-पुनः-आवृत्तिम् गच्छन्ति"," तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणाः।# गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषाः॥17॥"
"विद्या-विनय-सम्पन्ने ब्राह्मणे गवि हस्तिनि शुनि च एव श्वपाके च पण्डिताः सम-दर्शिनः (भवन्ति)","पण्डिताः विद्या-विनय-सम्पन्ने ब्राह्मणे गवि हस्तिनि शुनि च एव श्वपाके च सम-दर्शिनः (भवन्ति)"," विद्याविनयसंपन्ने ब्राह्मणे गवि हस्तिनि।# शुनि चैव श्वपाके च पण्डिताः समदर्शिनः॥18॥"
"इह एव तैः जितः सर्गः येषाम् साम्ये स्थितम् मनः निर्-दोषम् हि समम् ब्रह्म (अस्ति) तस्मात् ब्रह्मणि ते स्थिताः","येषाम् मनः साम्ये स्थितम् तैः इह एव सर्गः जितः समम् हि ब्रह्म निर्-दोषम् (अस्ति) तस्मात् ते ब्रह्मणि स्थिताः"," इहैव तैर्जितः सर्गो येषां साम्ये स्थितं मनः।# निर्दोषं हि समं ब्रह्म तस्माद्ब्रह्मणि ते स्थिताः॥19॥"
"न प्रहृष्येत् प्रियम् प्राप्य न उद्विजेत् प्राप्य च अ-प्रियम् स्थिर-बुद्धिः अ-सम्मूढः ब्रह्म-वित् ब्रह्मणि स्थितः","ब्रह्म-वित् ब्रह्मणि स्थितः स्थिर-बुद्धिः अ-सम्मूढः प्रियम् प्राप्य न प्रहृष्येत् अ-प्रियम् प्राप्य च न उद्विजेत्"," न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम्।# स्थिरबुद्धिरसम्मूढो ब्रह्मविद्ब्रह्मणि स्थितः॥20॥"
"बाह्य-स्पर्शेषु अ-सक्त-आत्मा विन्दति आत्मनि यत् सुखम् सः ब्रह्म-योग-युक्त-आत्मा सुखम् (तत्) अ-क्षयम् अश्नुते","बाह्य-स्पर्शेषु अ-सक्त-आत्मा आत्मनि यत् सुखम् विन्दति सः ब्रह्म-योग-युक्त-आत्मा (तत्) अ-क्षयम् सुखम् अश्नुते"," बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम्।# स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते॥21॥"
"ये हि संस्पर्श-जाः भोगाः दुःख-योनयः एव ते आदि-अन्तवन्तः कौन्तेय न तेषु रमते बुधः (सन्ति) (भवन्ति)","कौन्तेय ये संस्पर्श-जाः भोगाः ते आदि-अन्तवन्तः दुःख-योनयः एव हि (सन्ति) (भवन्ति) बुधः तेषु न रमते"," ये हि संस्पर्शजा भोगा दुःखयोनय एव ते।# आद्यन्तवन्तः कौन्तेय न तेषु रमते बुधः॥22॥"
"शक्नोति इह एव यः सोढुम् प्राक् शरीर-वि-मोक्षणात् काम-क्रोध-उद्भवम् वेगम् सः युक्तः (अस्ति) सः सुखी नरः (अस्ति)","यः इह शरीर-वि-मोक्षणात् प्राक् एव काम-क्रोध-उद्भवम् वेगम् सोढुम् शक्नोति सः नरः युक्तः (अस्ति) सः सुखी (अस्ति)"," शक्नोतीहैव यः सोढुं प्राक्शरीरविमोक्षणात्।# कामक्रोधोद्भवं वेगं स युक्तः स सुखी नरः॥23॥"
"यः (अस्ति) अन्तः-सुखः अन्तरा-आरामः तथा अन्तः-ज्योतिः एव यः (अस्ति) सः योगी ब्रह्म-निर्वाणम् ब्रह्म-भूतः अधिगच्छति","यः अन्तः-सुखः अन्तरा-आरामः (अस्ति) तथा यः एव अन्तः-ज्योतिः (अस्ति) सः योगी ब्रह्म-भूतः ब्रह्म-निर्वाणम् अधिगच्छति"," योऽन्तःसुखोऽन्तरारामस्तथान्तर्ज्योतिरेव यः।# स योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति॥24॥"
"लभन्ते ब्रह्म-निर्वाणम् ऋषयः क्षीण-कल्मषाः छिन्न-द्वैधाः यत-आत्मानः सर्व-भूत-हिते रताः","क्षीण-कल्मषाः छिन्न-द्वैधाः यत-आत्मानः सर्व-भूत-हिते रताः ऋषयः ब्रह्म-निर्वाणम् लभन्ते"," लभन्ते ब्रह्मनिर्वाणमृषयः क्षीणकल्मषाः।# छिन्नद्वैधा यतात्मानः सर्वभूतहिते रताः॥25॥"
"काम-क्रोध-वियुक्तानाम् यतीनाम् यत-चेतसाम् अभितः ब्रह्म-निर्वाणम् वर्तते विदित-आत्मनाम्","काम-क्रोध-वियुक्तानाम् यत-चेतसाम् विदित-आत्मनाम् यतीनाम् ब्रह्म-निर्वाणम् अभितः वर्तते"," कामक्रोधवियुक्तानां यतीनां यतचेतसाम्।# अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम्॥26॥"
"स्पर्शान् कृत्वा बहिः बाह्यान् च चक्षुः च एव अन्तरे (कृत्वा) भ्रुवोः प्राण-अपानौ समौ कृत्वा नासा-अभ्यन्तर-चारिणौ यत इन्द्रिय-मनो-बुद्धिः मुनिः मोक्ष-परायणः विगत-इच्छा-भय-क्रोधः यः (अस्ति) सदा मुक्तः एव सः (अस्ति)","यः स्पर्शान् बाह्यान् च बहिः कृत्वा चक्षुः च एव भ्रुवोः अन्तरे (कृत्वा) नासा-अभ्यन्तर-चारिणौ प्राण-अपानौ समौ कृत्वा यत इन्द्रिय-मनो-बुद्धिः मोक्ष-परायणः विगत-इच्छा-भय-क्रोधः मुनिः (अस्ति) सः सदा मुक्तः एव (अस्ति)"," स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवोः।# प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ॥27॥#
यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायणः।# विगतेच्छाभयक्रोधो यः सदा मुक्त एव सः॥28॥"
"भोक्तारम् यज्ञ-तपसाम् सर्व-लोक-महत्-ईश्वरम् सुहृदम् सर्व-भूतानाम् ज्ञात्वा माम् शान्तिम् ऋच्छति","यज्ञ-तपसाम् भोक्तारम् सर्व-लोक-महत्-ईश्वरम् सर्व-भूतानाम् सुहृदम् माम् ज्ञात्वा शान्तिम् ऋच्छति"," भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम्।# सुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति॥29॥"
"अन्-आश्रितः कर्म-फलम् कार्यम् कर्म करोति यः सः सन्न्यासी च योगी च (भवति) न निर्-अग्निः न च अ-क्रियः (भवति) (भवति) (सः) (सः)","यः कर्म-फलम् अन्-आश्रितः कार्यम् कर्म करोति सः सन्न्यासी च योगी च (भवति) (सः) निर्-अग्निः च न (भवति) (सः) अ-क्रियः न (भवति)"," अनाश्रितः कर्मफलं कार्यं कर्म करोति यः।# स संन्यासी च योगी च न निरग्निर्न चाक्रियः॥1॥"
"यम् सन्न्यासम् इति प्राहुः योगम् तम् विद्धि पाण्डव न हि अ-सन्न्यस्त-सङ्कल्पः योगी भवति कश्चन","पाण्डव यम् सन्न्यासम् इति प्राहुः तम् योगम् विद्धि अ-सन्न्यस्त-सङ्कल्पः हि कश्चन योगी न भवति"," यं संन्यासमिति प्राहुर्योगं तं विद्धि पाण्डव।# न ह्यसंन्यस्तसङ्कल्पो योगी भवति कश्चन॥2॥"
"आरुरुक्षोः मुनेः योगम् कर्म कारणम् उच्यते योग-आरूढस्य तस्य एव शमः कारणम् उच्यते","योगम् आरुरुक्षोः मुनेः कर्म कारणम् उच्यते तस्य योग-आरूढस्य एव शमः कारणम् उच्यते"," आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते।# योगारूढस्य तस्यैव शमः कारणमुच्यते॥3॥"
"यदा हि न इन्द्रिय-अर्थेषु न कर्मसु अनुषज्जते सर्व-सङ्कल्प-सन्न्यासी योग-आरूढः तदा उच्यते","यदा हि इन्द्रिय-अर्थेषु न न कर्मसु अनुषज्जते तदा सर्व-सङ्कल्प-सन्न्यासी योग-आरूढः उच्यते"," यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्जते।# सर्वसङ्कल्पसंन्यासी योगारूढस्तदोच्यते॥4॥"
"उद्धरेत् आत्मना आत्मानम् न आत्मानम् अवसादयेत् आत्मा एव हि आत्मनः बन्धुः (अस्ति) आत्मा एव रिपुः आत्मनः (अस्ति)","आत्मना आत्मानम् उद्धरेत् आत्मानम् न अवसादयेत् आत्मा एव हि आत्मनः बन्धुः (अस्ति) आत्मा एव आत्मनः रिपुः (अस्ति)"," उद्धरेदात्मनाऽऽत्मानं नात्मानमवसादयेत्।# आत्मैव ह्यात्मनो बन्धुरात्मैव रिपुरात्मनः॥5॥"
"बन्धुः आत्मा आत्मनः तस्य येन आत्मा एव आत्मना जितः (अस्ति) अन्-आत्मनः तु शत्रुत्वे वर्तेत आत्मा एव शत्रुवत्","येन आत्मना आत्मा जितः तस्य आत्मनः आत्मा एव बन्धुः (अस्ति) अन्-आत्मनः तु आत्मा एव शत्रुवत् शत्रुत्वे वर्तेत"," बन्धुरात्माऽऽत्मनस्तस्य येनात्मैवात्मना जितः।# अनात्मनस्तु शत्रुत्वे वर्तेतात्मैव शत्रुवत्॥6॥"
"जित-आत्मनः प्रशान्तस्य परम-आत्मा समाहितः (भवति) शीत-उष्ण-सुख-दुःखेषु तथा मान-अपमानयोः","शीत-उष्ण-सुख-दुःखेषु तथा मान-अपमानयोः प्रशान्तस्य जित-आत्मनः परम-आत्मा समाहितः (भवति)"," जितात्मनः प्रशान्तस्य परमात्मा समाहितः।# शीतोष्णसुखदुःखेषु तथा मानापमानयोः॥7॥"
"ज्ञान-विज्ञान-तृप्त-आत्मा कूट-स्थः विजित-इन्द्रियः युक्तः इति उच्यते योगी सम-लोष्ट-अश्म-काञ्चनः","ज्ञान-विज्ञान-तृप्त-आत्मा कूट-स्थः विजित-इन्द्रियः सम-लोष्ट-अश्म-काञ्चनः युक्तः योगी इति उच्यते"," ज्ञानविज्ञानतृप्तात्मा कूटस्थो विजितेन्द्रियः।# युक्त इत्युच्यते योगी समलोष्टाश्मकाञ्चनः॥8॥"
"सुहृत्-मित्र-अरि-उदासीन-मध्यस्थ-द्वेष्य-बन्धुषु साधुषु अपि च पापेषु सम-बुद्धिः विशिष्यते","सुहृत्-मित्र-अरि-उदासीन-मध्यस्थ-द्वेष्य-बन्धुषु साधुषु पापेषु च अपि सम-बुद्धिः विशिष्यते"," सुहृन्मित्रार्युदासीनमध्यस्थद्वेष्यबन्धुषु।# साधुष्वपि च पापेषु समबुद्धिर्विशिष्यते॥9॥"
"योगी युञ्जीत सततम् आत्मानम् रहसि स्थितः एकाकी यत-चित्त-आत्मा निर्-आशीः अ-परिग्रहः","यत-चित्त-आत्मा निर्-आशीः अ-परिग्रहः एकाकी रहसि स्थितः योगी आत्मानम् सततम् युञ्जीत"," योगी युञ्जीत सततमात्मानं रहसि स्थितः।# एकाकी यतचित्तात्मा निराशीरपरिग्रहः॥10॥"
"शुचौ देशे प्रतिष्ठाप्य स्थिरम् आसनम् आत्मनः न अत्युच्छ्रितम् न अति-नीचम् चैल-अजिन-कुश-उत्तरम् तत्र एक-अग्रम् मनः कृत्वा यत-चित्त-इन्द्रिय-क्रियः उपविश्य आसने युञ्ज्यात् योगम् आत्म-विशुद्धये","शुचौ देशे न अत्युच्छ्रितम् न अति-नीचम् चैल-अजिन-कुश-उत्तरम् आत्मनः स्थिरम् आसनम् प्रतिष्ठाप्य तत्र आसने उपविश्य मनः एक-अग्रम् कृत्वा यत-चित्त-इन्द्रिय-क्रियः आत्म-विशुद्धये योगम् युञ्ज्यात्"," शुचौ देशे प्रतिष्ठाप्य स्थिरमासनमात्मनः।# नात्युच्छ्रितं नातिनीचं चैलाजिनकुशोत्तरम्॥11॥#
तत्रैकाग्रं मनः कृत्वा यतचित्तेन्द्रियक्रियः।# उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये॥12॥"
"समम् काय-शिरः-ग्रीवम् धारयन् अ-चलम् स्थिरः सम्प्रेक्ष्य नासिका-अग्रम् स्वम्(स्वीयम्) दिशः च अन्-अवलोकयन् प्रशान्त-आत्मा विगत-भीः ब्रह्मचारि-व्रते स्थितः मनः संयम्य मत्-चित्तः युक्तः आसीत मत्-परः","काय-शिरः-ग्रीवम् समम् अ-चलम् धारयन् स्वम्(स्वीयम्) नासिका-अग्रम् सम्प्रेक्ष्य दिशः च अन्-अवलोकयन् प्रशान्त-आत्मा विगत-भीः ब्रह्मचारि-व्रते स्थितः मनः संयम्य स्थिरः मत्-चित्तः मत्-परः युक्तः आसीत"," समं कायशिरोग्रीवं धारयन्नचलं स्थिरः।# संप्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन्॥13॥#
प्रशान्तात्मा विगतभीः ब्रह्मचारिव्रते स्थितः।# मनः संयम्य मच्चित्तो युक्त आसीत मत्परः॥14॥"
"युञ्जन् एवम् सदा आत्मानम् योगी नियत-मानसः शान्तिम् निर्वाण-परमाम् मत्-संस्थाम् अधिगच्छति","नियत-मानसः योगी एवम् आत्मानम् सदा युञ्जन् निर्वाण-परमाम् मत्-संस्थाम् शान्तिम् अधिगच्छति"," युञ्जन्नेवं सदाऽऽत्मानं योगी नियतमानसः।# शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति॥15॥"
"न अति-अश्नतः तु योगः अस्ति न च एकान्तं अ-अश्नतः न च अति-स्वप्न-शीलस्य जाग्रतः (योगः) (अस्ति) न एव (अस्ति) च अर्जुन (अस्ति) (योगः) (योगः)","अर्जुन अति-अश्नतः तु योगः न अस्ति एकान्तं अ-अश्नतः च (योगः) न (अस्ति) अति-स्वप्न-शीलस्य च (योगः) न (अस्ति) जाग्रतः च (योगः) न एव (अस्ति)"," नात्यश्नतस्तु योगोऽस्ति न चैकान्तमनश्नतः।# न चातिस्वप्नशीलस्य जाग्रतो नैव चार्जुन॥16॥"
"युक्त-आहार-विहारस्य युक्त-चेष्टस्य कर्मसु युक्त-स्वप्न-अवबोधस्य (च) योगः भवति दुःख-हा","युक्त-आहार-विहारस्य युक्त-चेष्टस्य युक्त-स्वप्न-अवबोधस्य (च) योगः कर्मसु दुःख-हा भवति"," युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु।# युक्तस्वप्नावबोधस्य योगो भवति दुःखहा॥17॥"
"यदा विनियतम् चित्तम् आत्मनि एव अवतिष्ठते निस्-स्पृहः सर्व-कामेभ्यः युक्तः इति उच्यते तदा","यदा विनियतम् चित्तम् आत्मनि एव अवतिष्ठते सर्व-कामेभ्यः निस्-स्पृहः तदा युक्तः इति उच्यते"," यदा विनियतं चित्तमात्मन्येवावतिष्ठते।# निःस्पृहः सर्वकामेभ्यो युक्त इत्युच्यते तदा॥18॥"
"यथा दीपः नि-वात-स्थः न इङ्गते सा उपमा स्मृता योगिनः यत-चित्तस्य युञ्जतः योगम् आत्मनः","यथा नि-वात-स्थः दीपः न इङ्गते आत्मनः योगम् युञ्जतः यत-चित्तस्य योगिनः सा उपमा स्मृता"," यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता।# योगिनो यतचित्तस्य युञ्जतो योगमात्मनः॥19॥"
"यत्र उपरमते चित्तम् निरुद्धम् योग-सेवया यत्र च एव आत्मना आत्मानम् पश्यन् आत्मनि तुष्यति सुखम् आत्यन्तिकम् यत् (अस्ति) तत् बुद्धि-ग्राह्यम् अति-इन्द्रियम् वेत्ति यत्र न च एव अयम् स्थितः चलति तत्त्वतः यम् लब्ध्वा च अ-परम् लाभम् मन्यते न अधिकम् ततः यस्मिन् स्थितः न दुःखेन गुरुणा अपि विचाल्यते तम् विद्यात् दुःख-संयोग-वियोगम् योग-सञ्ज्ञितम् सः निश्चयेन योक्तव्यः योगः अ-निर्विण्ण-चेतसा","यत्र योग-सेवया निरुद्धम् चित्तम् उपरमते यत्र च एव आत्मना आत्मानम् पश्यन् आत्मनि तुष्यति यत् (अस्ति) तत् बुद्धि-ग्राह्यम् अति-इन्द्रियम् आत्यन्तिकम् सुखम् वेत्ति यत्र च स्थितः अयम् तत्त्वतः न एव चलति यम् च लब्ध्वा ततः अधिकम् अ-परम् लाभम् न मन्यते यस्मिन् स्थितः गुरुणा दुःखेन अपि न विचाल्यते तम् दुःख-संयोग-वियोगम् योग-सञ्ज्ञितम् विद्यात् सः योगः अ-निर्विण्ण-चेतसा निश्चयेन योक्तव्यः"," यत्रोपरमते चित्तं निरुद्धं योगसेवया।# यत्र चैवात्मनाऽऽत्मानं पश्यन्नात्मनि तुष्यति॥20॥#
सुखमात्यन्तिकं यत्तद् बुद्धिग्राह्यमतीन्द्रियम्।# वेत्ति यत्र न चैवायं स्थितश्चलति तत्वतः॥21॥# यं लब्ध्वा चापरं लाभं मन्यते नाधिकं ततः।# यस्मिन्स्थितो न दुःखेन गुरुणापि विचाल्यते॥22॥# तं विद्याद्दुःखसंयोगवियोगं योगसंज्ञितम्।# स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा॥ 23॥"
"सङ्कल्प-प्रभवान् कामान् त्यक्त्वा सर्वान् अ-शेषतः मनसा एव इन्द्रिय-ग्रामम् विनियम्य समन्ततः शनैः शनैः उपरमेत् बुद्ध्या धृति-गृहीतया आत्म-संस्थम् मनः कृत्वा न किञ्चित् अपि चिन्तयेत्","सङ्कल्प-प्रभवान् सर्वान् कामान् अ-शेषतः त्यक्त्वा मनसा एव इन्द्रिय-ग्रामम् समन्ततः विनियम्य धृति-गृहीतया बुद्ध्या शनैः शनैः उपरमेत् मनः आत्म-संस्थम् कृत्वा किञ्चित् अपि न चिन्तयेत्"," सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषतः।# मनसैवेन्द्रियग्रामं विनियम्य समन्ततः॥24॥#
शनैः शनैरुपरमेद् बुद्ध्या धृतिगृहीतया।# आत्मसंस्थं मनः कृत्वा न किञ्चिदपि चिन्तयेत्॥25॥"
"यतः यतः निश्चरति मनः चञ्चलम् अ-स्थिरम् ततः ततः नियम्य एतत् आत्मनि एव वशम् नयेत्","चञ्चलम् अ-स्थिरम् मनः यतः यतः निश्चरति ततः ततः एतत् नियम्य आत्मनि एव वशम् नयेत्"," यतो यतो निश्चरति मनश्चञ्चलमस्थिरम्।# ततस्ततो नियम्यैतदात्मन्येव वशं नयेत्॥26॥"
